County Name,Most Recent Date,Total Count Confirmed,Total Count Deaths,COVID-19 Positive Patients,Suspected COVID-19 Positive Patients,ICU COVID-19 Positive Patients,ICU COVID-19 Suspected Patients
Calaveras,4/21/20,12,0,0,0,0,0
Colusa,4/21/20,3,0,1,0,1,0
Contra Costa,4/21/20,766,22,33,44,13,11
Del Norte,4/21/20,2,0,0,1,0,0
El Dorado,4/21/20,36,0,0,3,0,0
Fresno,4/21/20,372,7,35,35,15,3
Glenn,4/21/20,3,0,0,0,0,0
Humboldt,4/21/20,53,0,0,5,0,0
Imperial,4/21/20,165,5,23,12,12,0
Inyo,4/21/20,18,0,1,0,1,0
Kern,4/21/20,676,4,31,12,13,1
Kings,4/21/20,28,1,8,0,3,0
Lake,4/21/20,6,0,0,2,0,0
Lassen,4/21/20,0,0,0,1,0,0
Los Angeles,4/21/20,15096,663,1854,617,613,111
Madera,4/21/20,37,2,0,5,0,0
Marin,4/21/20,202,10,5,4,2,1
Mariposa,4/21/20,0,0,0,1,0,0
Mendocino,4/21/20,5,0,0,1,0,0
Merced,4/21/20,89,3,0,3,0,2
Modoc,4/21/20,0,0,0,1,0,0
Mono,4/21/20,23,1,0,0,0,0
Monterey,4/21/20,151,4,7,4,2,1
Napa,4/21/20,58,2,1,1,1,0
Nevada,4/21/20,36,1,1,4,1,2
Orange,4/21/20,1717,33,179,129,77,27
Placer,4/21/20,133,8,4,18,2,2
Plumas,4/21/20,4,0,0,0,0,0
Riverside,4/21/20,2631,96,250,120,81,32
Sacramento,4/21/20,941,35,54,39,21,8
San Benito,4/21/20,43,2,1,0,0,0
San Bernardino,4/21/20,1499,67,153,204,51,36
San Diego,4/21/20,2436,109,221,84,98,21
San Francisco,4/21/20,1232,20,76,45,25,9
San Joaquin,4/21/20,447,20,27,24,16,5
San Luis Obispo,4/21/20,134,1,1,5,1,3
San Mateo,4/21/20,933,31,53,14,19,2
Santa Barbara,4/21/20,414,5,26,8,13,5
Santa Clara,4/21/20,1943,88,144,34,70,16
Santa Cruz,4/21/20,104,2,3,2,1,0
Shasta,4/21/20,26,3,1,0,1,0
Sierra,4/21/20,0,0,0,0,0,0
Siskiyou,4/21/20,5,0,0,1,0,1
Solano,4/21/20,193,3,6,17,2,0
Sonoma,4/21/20,182,2,2,17,0,6
Stanislaus,4/21/20,235,4,11,20,4,7
Sutter,4/21/20,22,2,0,0,0,0
Tehama,4/21/20,1,1,0,0,0,0
Trinity,4/21/20,0,0,0,0,0,0
Tulare,4/21/20,410,22,27,0,9,0
Tuolumne,4/21/20,2,0,0,0,0,0
Unassigned,4/21/20,2,0,0,0,0,0
Ventura,4/21/20,455,13,28,28,9,10
Yolo,4/21/20,143,10,5,2,1,0
Yuba,4/21/20,15,1,0,0,0,0
Alameda,4/22/20,1275,53,84,61,38,17
Alpine,4/22/20,1,0,0,0,0,0
Amador,4/22/20,7,0,0,1,0,0
Butte,4/22/20,15,0,0,0,0,1
Calaveras,4/22/20,12,0,0,0,0,0
Colusa,4/22/20,3,0,1,0,1,0
Contra Costa,4/22/20,772,22,32,52,13,14
Del Norte,4/22/20,2,0,0,2,0,1
El Dorado,4/22/20,39,0,0,5,0,1
Fresno,4/22/20,388,7,36,43,14,4
Glenn,4/22/20,3,0,0,0,0,0
Humboldt,4/22/20,53,0,0,8,0,1
Imperial,4/22/20,170,6,26,8,12,0
Inyo,4/22/20,18,0,1,0,1,0
Kern,4/22/20,713,4,32,25,14,1
Kings,4/22/20,28,1,9,0,3,0
Lake,4/22/20,6,0,0,3,0,1
Lassen,4/22/20,0,0,0,1,0,0
Los Angeles,4/22/20,16400,729,1858,590,602,125
Madera,4/22/20,37,2,0,3,0,0
Marin,4/22/20,202,11,5,10,2,5
Mariposa,4/22/20,0,0,0,0,0,0
Mendocino,4/22/20,5,0,0,0,0,0
Merced,4/22/20,92,3,3,3,0,0
Modoc,4/22/20,0,0,0,0,0,0
Mono,4/22/20,23,1,0,0,0,0
Monterey,4/22/20,154,4,6,3,2,1
Napa,4/22/20,58,2,1,2,1,0
Nevada,4/22/20,36,1,1,0,1,0
Orange,4/22/20,1785,34,172,111,73,21
Placer,4/22/20,133,8,5,20,1,1
Plumas,4/22/20,4,0,0,0,0,0
Riverside,4/22/20,2822,109,229,127,84,25
Sacramento,4/22/20,959,36,47,23,18,5
San Benito,4/22/20,43,2,0,0,0,0
San Bernardino,4/22/20,1564,72,149,201,54,32
San Diego,4/22/20,2493,112,241,77,104,21
San Francisco,4/22/20,1255,21,75,17,28,3
San Joaquin,4/22/20,462,20,29,28,14,4
San Luis Obispo,4/22/20,142,1,1,7,1,3
San Mateo,4/22/20,945,39,50,17,15,2
Santa Barbara,4/22/20,437,5,25,9,13,3
Santa Clara,4/22/20,1969,94,137,39,68,9
Santa Cruz,4/22/20,106,2,3,4,1,1
Shasta,4/22/20,26,3,1,0,1,0
Sierra,4/22/20,0,0,0,0,0,0
Siskiyou,4/22/20,5,0,0,1,0,1
Solano,4/22/20,195,3,10,18,2,2
Sonoma,4/22/20,185,2,3,16,0,7
Stanislaus,4/22/20,247,5,13,20,5,6
Sutter,4/22/20,22,2,0,0,0,0
Tehama,4/22/20,1,1,0,0,0,0
Trinity,4/22/20,0,0,0,0,0,0
Tulare,4/22/20,425,25,27,0,9,0
Tuolumne,4/22/20,2,0,0,1,0,0
Unassigned,4/22/20,3,0,0,0,0,0
Ventura,4/22/20,465,14,27,30,8,9
Yolo,4/22/20,147,12,4,0,1,0
Yuba,4/22/20,15,1,0,0,0,0
Alameda,4/23/20,1336,56,81,90,37,24
Alpine,4/23/20,1,0,0,0,0,0
Amador,4/23/20,8,0,0,1,0,0
Butte,4/23/20,15,0,0,0,0,1
Calaveras,4/23/20,12,0,0,1,0,1
Colusa,4/23/20,3,0,1,0,1,0
Contra Costa,4/23/20,786,23,31,51,13,13
Del Norte,4/23/20,2,0,0,6,0,3
El Dorado,4/23/20,39,0,0,8,0,1
Fresno,4/23/20,426,7,39,39,16,4
Glenn,4/23/20,3,0,0,0,0,0
Humboldt,4/23/20,53,0,0,7,0,1
Imperial,4/23/20,181,8,23,4,9,0
Inyo,4/23/20,19,0,1,0,1,0
Kern,4/23/20,732,4,30,11,16,1
Kings,4/23/20,28,1,9,0,3,0
Lake,4/23/20,6,0,0,1,0,0
Lassen,4/23/20,0,0,0,0,0,0
Los Angeles,4/23/20,17548,797,1863,595,600,118
Madera,4/23/20,37,2,0,3,0,1
Marin,4/23/20,209,11,3,14,2,4
Mariposa,4/23/20,0,0,0,1,0,0
Mendocino,4/23/20,5,0,0,1,0,1
Merced,4/23/20,98,3,0,2,0,0
Modoc,4/23/20,0,0,0,0,0,0
Mono,4/23/20,23,1,0,0,0,0
Monterey,4/23/20,161,4,6,6,4,1
Napa,4/23/20,59,2,1,1,1,0
Nevada,4/23/20,36,1,1,3,0,1
Orange,4/23/20,1841,36,170,143,75,25
Placer,4/23/20,136,8,4,21,1,1
Plumas,4/23/20,4,0,0,0,0,0
Riverside,4/23/20,2935,110,222,118,83,24
Sacramento,4/23/20,978,41,48,40,17,7
San Benito,4/23/20,43,2,0,0,0,0
San Bernardino,4/23/20,1604,77,146,94,54,19
San Diego,4/23/20,2645,112,253,65,105,12
San Francisco,4/23/20,1312,21,75,29,31,6
San Joaquin,4/23/20,479,22,31,34,15,6
San Luis Obispo,4/23/20,146,1,1,4,1,1
San Mateo,4/23/20,970,39,53,19,16,1
Santa Barbara,4/23/20,445,5,24,16,13,4
Santa Clara,4/23/20,1996,95,137,28,67,5
Santa Cruz,4/23/20,110,2,3,3,1,0
Shasta,4/23/20,27,3,1,0,1,0
Sierra,4/23/20,0,0,0,0,0,0
Siskiyou,4/23/20,5,0,0,1,0,1
Solano,4/23/20,196,4,11,15,5,4
Sonoma,4/23/20,187,2,3,17,0,5
Stanislaus,4/23/20,254,5,14,17,6,2
Sutter,4/23/20,24,2,0,0,0,0
Tehama,4/23/20,1,1,0,0,0,0
Trinity,4/23/20,0,0,0,0,0,0
Tulare,4/23/20,440,25,30,1,11,0
Tuolumne,4/23/20,2,0,0,0,0,0
Unassigned,4/23/20,3,0,0,0,0,0
Ventura,4/23/20,479,16,25,24,10,5
Yolo,4/23/20,151,12,4,0,1,0
Yuba,4/23/20,15,1,0,2,0,2
Alameda,4/24/20,1385,56,79,63,39,10
Alpine,4/24/20,1,0,0,0,0,0
Amador,4/24/20,8,0,0,1,0,0
Butte,4/24/20,15,0,0,4,0,3
Calaveras,4/24/20,12,0,0,2,0,1
Colusa,4/24/20,3,0,1,0,1,0
Contra Costa,4/24/20,806,23,29,54,12,11
Del Norte,4/24/20,2,0,0,4,0,0
El Dorado,4/24/20,41,0,0,7,0,3
Fresno,4/24/20,449,7,41,37,19,1
Glenn,4/24/20,4,0,0,0,0,0
Humboldt,4/24/20,53,0,1,4,0,1
Imperial,4/24/20,232,8,24,10,8,1
Inyo,4/24/20,20,1,1,3,1,0
Kern,4/24/20,770,4,30,17,16,1
Kings,4/24/20,30,1,9,0,2,0
Lake,4/24/20,6,0,0,1,0,1
Lassen,4/24/20,0,0,0,0,0,0
Los Angeles,4/24/20,18553,848,1860,546,600,87
Madera,4/24/20,39,2,0,4,0,0
Marin,4/24/20,211,11,2,11,2,2
Mariposa,4/24/20,0,0,0,0,0,0
Mendocino,4/24/20,5,0,0,1,0,0
Merced,4/24/20,102,3,0,5,0,1
Modoc,4/24/20,0,0,0,0,0,0
Mono,4/24/20,23,1,0,0,0,0
Monterey,4/24/20,167,4,5,8,4,1
Napa,4/24/20,59,2,1,0,1,0
Nevada,4/24/20,36,1,1,4,0,2
Orange,4/24/20,1945,39,175,138,68,24
Placer,4/24/20,137,8,4,18,0,2
Plumas,4/24/20,4,0,0,0,0,0
Riverside,4/24/20,3044,118,223,120,82,26
Sacramento,4/24/20,1009,41,53,37,17,11
San Benito,4/24/20,45,2,0,0,0,0
San Bernardino,4/24/20,1667,80,152,101,57,16
San Diego,4/24/20,2828,119,257,78,107,13
San Francisco,4/24/20,1345,22,75,19,30,5
San Joaquin,4/24/20,484,24,29,20,12,4
San Luis Obispo,4/24/20,151,1,1,8,1,5
San Mateo,4/24/20,1004,43,49,16,16,4
Santa Barbara,4/24/20,450,6,21,11,12,5
Santa Clara,4/24/20,2026,98,129,34,60,5
Santa Cruz,4/24/20,111,2,4,1,2,0
Shasta,4/24/20,28,4,1,0,1,0
Sierra,4/24/20,0,0,0,0,0,0
Siskiyou,4/24/20,5,0,0,0,0,0
Solano,4/24/20,203,4,10,16,4,3
Sonoma,4/24/20,199,2,3,20,0,3
Stanislaus,4/24/20,273,5,12,15,6,2
Sutter,4/24/20,24,2,0,0,0,0
Tehama,4/24/20,1,1,0,1,0,1
Trinity,4/24/20,0,0,0,0,0,0
Tulare,4/24/20,459,28,33,0,11,0
Tuolumne,4/24/20,2,0,0,0,0,0
Unassigned,4/24/20,2,0,0,0,0,0
Ventura,4/24/20,489,16,24,63,6,3
Yolo,4/24/20,155,13,4,0,1,0
Yuba,4/24/20,15,1,0,2,0,2
Alameda,4/25/20,1396,56,83,53,39,6
Alpine,4/25/20,1,0,0,0,0,0
Amador,4/25/20,8,0,0,1,0,1
Butte,4/25/20,16,0,0,3,0,0
Calaveras,4/25/20,12,0,0,1,0,0
Colusa,4/25/20,3,0,1,1,1,1
Contra Costa,4/25/20,821,25,25,53,10,6
Del Norte,4/25/20,2,0,0,4,0,0
El Dorado,4/25/20,41,0,1,7,0,2
Fresno,4/25/20,459,7,41,45,19,2
Glenn,4/25/20,4,0,0,0,0,0
Humboldt,4/25/20,53,0,0,3,0,0
Imperial,4/25/20,232,8,24,8,8,1
Inyo,4/25/20,20,1,0,3,0,0
Kern,4/25/20,802,4,29,18,22,3
Kings,4/25/20,33,1,6,0,2,0
Lake,4/25/20,6,0,0,2,0,0
Lassen,4/25/20,0,0,0,0,0,0
Los Angeles,4/25/20,19144,895,1845,572,579,99
Madera,4/25/20,39,2,0,2,0,1
Marin,4/25/20,215,12,2,13,2,3
Mariposa,4/25/20,0,0,0,0,0,0
Mendocino,4/25/20,5,0,0,0,0,0
Merced,4/25/20,103,3,0,3,0,1
Modoc,4/25/20,0,0,0,0,0,0
Mono,4/25/20,23,1,0,0,0,0
Monterey,4/25/20,173,4,5,9,3,0
Napa,4/25/20,60,2,1,1,1,1
Nevada,4/25/20,37,1,1,3,0,2
Orange,4/25/20,2047,39,177,133,74,21
Placer,4/25/20,137,8,4,30,0,3
Plumas,4/25/20,4,0,0,0,0,0
Riverside,4/25/20,3037,118,218,138,81,30
Sacramento,4/25/20,1015,41,53,46,20,14
San Benito,4/25/20,45,2,0,0,0,0
San Bernardino,4/25/20,1675,82,147,101,53,14
San Diego,4/25/20,2945,119,268,96,110,19
San Francisco,4/25/20,1341,22,73,18,29,3
San Joaquin,4/25/20,497,25,27,20,12,5
San Luis Obispo,4/25/20,159,1,1,4,1,1
San Mateo,4/25/20,1054,43,47,27,15,11
Santa Barbara,4/25/20,457,7,23,12,16,4
Santa Clara,4/25/20,2045,99,125,47,62,15
Santa Cruz,4/25/20,112,2,4,4,2,3
Shasta,4/25/20,29,4,1,0,1,0
Sierra,4/25/20,0,0,0,0,0,0
Siskiyou,4/25/20,5,0,0,1,0,0
Solano,4/25/20,203,4,10,16,3,4
Sonoma,4/25/20,199,2,3,9,0,0
Stanislaus,4/25/20,276,5,21,23,5,1
Sutter,4/25/20,24,2,0,0,0,0
Tehama,4/25/20,1,1,0,1,0,1
Trinity,4/25/20,0,0,0,0,0,0
Tulare,4/25/20,478,32,26,0,7,0
Tuolumne,4/25/20,2,0,0,0,0,0
Unassigned,4/25/20,3,0,0,0,0,0
Ventura,4/25/20,494,16,27,71,6,9
Yolo,4/25/20,157,13,5,0,1,0
Yuba,4/25/20,15,1,0,2,0,2
Alameda,4/26/20,1449,56,84,43,42,5
Alpine,4/26/20,1,0,0,0,0,0
Amador,4/26/20,8,0,0,0,0,0
Butte,4/26/20,16,0,0,0,0,0
Calaveras,4/26/20,13,0,0,0,0,0
Colusa,4/26/20,3,0,1,1,1,1
Contra Costa,4/26/20,830,25,27,42,9,9
Del Norte,4/26/20,3,0,0,2,0,1
El Dorado,4/26/20,41,0,1,8,0,3
Fresno,4/26/20,476,7,37,44,18,9
Glenn,4/26/20,4,0,0,0,0,0
Humboldt,4/26/20,53,0,0,0,0,0
Imperial,4/26/20,272,8,26,12,8,2
Inyo,4/26/20,20,1,0,0,0,0
Kern,4/26/20,831,5,29,15,23,0
Kings,4/26/20,33,1,9,0,2,0
Lake,4/26/20,6,0,0,1,0,0
Lassen,4/26/20,0,0,0,0,0,0
Los Angeles,4/26/20,19570,913,1887,575,588,122
Madera,4/26/20,39,2,0,1,0,0
Marin,4/26/20,225,12,3,7,2,3
Mariposa,4/26/20,0,0,0,0,0,0
Mendocino,4/26/20,5,0,0,0,0,0
Merced,4/26/20,104,3,0,4,0,2
Modoc,4/26/20,0,0,0,0,0,0
Mono,4/26/20,23,1,0,0,0,0
Monterey,4/26/20,182,4,5,5,3,2
Napa,4/26/20,62,2,1,0,1,0
Nevada,4/26/20,37,1,1,2,0,2
Orange,4/26/20,2124,40,180,109,73,23
Placer,4/26/20,141,8,4,21,1,5
Plumas,4/26/20,4,0,0,0,0,0
Riverside,4/26/20,3301,131,215,152,75,35
Sacramento,4/26/20,1027,41,48,40,16,6
San Benito,4/26/20,45,2,0,0,0,0
San Bernardino,4/26/20,1681,82,146,83,50,20
San Diego,4/26/20,3045,123,273,90,114,21
San Francisco,4/26/20,1403,23,79,21,31,3
San Joaquin,4/26/20,514,25,24,19,9,4
San Luis Obispo,4/26/20,165,1,1,3,1,2
San Mateo,4/26/20,1070,46,53,10,18,2
Santa Barbara,4/26/20,464,7,24,13,12,4
Santa Clara,4/26/20,2097,102,118,64,60,17
Santa Cruz,4/26/20,116,2,4,1,2,0
Shasta,4/26/20,29,4,1,0,1,0
Sierra,4/26/20,0,0,0,0,0,0
Siskiyou,4/26/20,5,0,0,0,0,0
Solano,4/26/20,205,4,8,14,3,1
Sonoma,4/26/20,216,2,1,9,0,1
Stanislaus,4/26/20,294,5,28,19,7,4
Sutter,4/26/20,26,2,0,0,0,0
Tehama,4/26/20,1,1,0,0,0,0
Trinity,4/26/20,0,0,0,0,0,0
Tulare,4/26/20,497,32,26,0,8,0
Tuolumne,4/26/20,3,0,0,0,0,0
Unassigned,4/26/20,3,0,0,0,0,0
Ventura,4/26/20,509,17,27,73,6,3
Yolo,4/26/20,158,13,1,1,1,1
Yuba,4/26/20,15,1,0,2,0,1
Alameda,4/27/20,1494,59,81,47,39,8
Alpine,4/27/20,1,0,0,0,0,0
Amador,4/27/20,8,0,0,0,0,0
Butte,4/27/20,16,0,0,0,0,0
Calaveras,4/27/20,13,0,0,1,0,0
Colusa,4/27/20,3,0,1,1,1,1
Contra Costa,4/27/20,843,25,24,44,10,11
Del Norte,4/27/20,3,0,0,5,0,2
El Dorado,4/27/20,43,0,1,7,0,2
Fresno,4/27/20,504,7,39,52,17,3
Glenn,4/27/20,4,0,0,0,0,0
Humboldt,4/27/20,52,0,0,3,0,0
Imperial,4/27/20,290,8,27,7,11,1
Inyo,4/27/20,20,1,0,0,0,0
Kern,4/27/20,865,5,31,19,23,2
Kings,4/27/20,48,1,9,2,2,0
Lake,4/27/20,6,0,0,1,0,1
Lassen,4/27/20,0,0,0,0,0,0
Los Angeles,4/27/20,20456,942,1940,609,592,117
Madera,4/27/20,42,2,0,0,0,0
Marin,4/27/20,227,12,2,6,1,0
Mariposa,4/27/20,0,0,0,1,0,0
Mendocino,4/27/20,10,0,0,1,0,1
Merced,4/27/20,108,3,1,3,0,0
Modoc,4/27/20,0,0,0,0,0,0
Mono,4/27/20,23,1,0,0,0,0
Monterey,4/27/20,185,4,4,2,2,1
Napa,4/27/20,64,2,1,0,1,0
Nevada,4/27/20,39,1,1,1,0,1
Orange,4/27/20,2198,42,189,113,76,23
Placer,4/27/20,142,8,5,17,1,3
Plumas,4/27/20,4,0,0,0,0,0
Riverside,4/27/20,3381,138,220,118,73,25
Sacramento,4/27/20,1035,41,46,42,16,13
San Benito,4/27/20,45,2,0,0,0,0
San Bernardino,4/27/20,1742,82,154,83,49,18
San Diego,4/27/20,3143,128,277,59,115,15
San Francisco,4/27/20,1453,23,82,19,29,3
San Joaquin,4/27/20,522,25,24,23,10,6
San Luis Obispo,4/27/20,166,1,3,6,2,2
San Mateo,4/27/20,1092,46,52,28,16,4
Santa Barbara,4/27/20,466,7,26,13,12,3
Santa Clara,4/27/20,2104,105,115,49,56,10
Santa Cruz,4/27/20,123,2,2,1,1,0
Shasta,4/27/20,29,4,1,1,1,0
Sierra,4/27/20,0,0,0,0,0,0
Siskiyou,4/27/20,5,0,0,1,0,1
Solano,4/27/20,222,4,8,16,4,3
Sonoma,4/27/20,220,2,2,11,0,2
Stanislaus,4/27/20,316,8,30,36,8,8
Sutter,4/27/20,26,2,0,0,0,0
Tehama,4/27/20,1,1,0,0,0,0
Trinity,4/27/20,0,0,0,0,0,0
Tulare,4/27/20,535,32,29,0,7,0
Tuolumne,4/27/20,3,0,0,1,0,1
Unassigned,4/27/20,3,0,0,0,0,0
Ventura,4/27/20,513,17,28,75,6,10
Yolo,4/27/20,160,15,0,1,0,0
Yuba,4/27/20,15,1,0,3,0,3
Alameda,4/28/20,1525,59,76,64,37,13
Alpine,4/28/20,1,0,0,0,0,0
Amador,4/28/20,8,0,0,0,0,0
Butte,4/28/20,16,0,0,1,0,0
Calaveras,4/28/20,13,0,0,1,0,0
Colusa,4/28/20,3,0,1,0,1,0
Contra Costa,4/28/20,866,25,27,43,11,12
Del Norte,4/28/20,3,0,0,5,0,1
El Dorado,4/28/20,43,0,1,7,0,2
Fresno,4/28/20,525,7,39,44,14,7
Glenn,4/28/20,4,0,0,0,0,0
Humboldt,4/28/20,53,0,0,6,0,1
Imperial,4/28/20,295,8,29,4,12,1
Inyo,4/28/20,20,1,0,0,0,0
Kern,4/28/20,882,5,32,13,22,3
Kings,4/28/20,57,1,9,2,2,0
Lake,4/28/20,6,0,0,2,0,1
Lassen,4/28/20,0,0,0,0,0,0
Los Angeles,4/28/20,21029,1000,1962,581,597,130
Madera,4/28/20,44,2,0,1,0,0
Marin,4/28/20,228,12,1,7,1,1
Mariposa,4/28/20,0,0,0,1,0,0
Mendocino,4/28/20,10,0,0,0,0,0
Merced,4/28/20,108,3,2,6,1,1
Modoc,4/28/20,0,0,0,1,0,0
Mono,4/28/20,25,1,0,0,0,0
Monterey,4/28/20,191,4,2,7,2,2
Napa,4/28/20,67,2,1,0,0,0
Nevada,4/28/20,41,1,1,2,1,1
Orange,4/28/20,2324,42,203,84,75,25
Placer,4/28/20,143,8,5,21,1,2
Plumas,4/28/20,4,0,0,0,0,0
Riverside,4/28/20,3504,142,215,112,78,20
Sacramento,4/28/20,1044,41,43,33,16,9
San Benito,4/28/20,46,2,0,0,0,0
San Bernardino,4/28/20,1891,85,156,123,51,31
San Diego,4/28/20,3316,133,276,105,112,18
San Francisco,4/28/20,1471,23,81,23,27,9
San Joaquin,4/28/20,532,25,24,16,10,6
San Luis Obispo,4/28/20,172,1,3,3,3,1
San Mateo,4/28/20,1129,48,50,13,17,0
Santa Barbara,4/28/20,469,7,27,16,12,4
Santa Clara,4/28/20,2130,106,116,34,51,5
Santa Cruz,4/28/20,123,2,2,0,1,0
Shasta,4/28/20,29,4,2,1,2,0
Sierra,4/28/20,0,0,0,0,0,0
Siskiyou,4/28/20,5,0,0,2,0,1
Solano,4/28/20,246,4,12,16,5,0
Sonoma,4/28/20,226,2,3,11,0,4
Stanislaus,4/28/20,330,10,31,30,7,2
Sutter,4/28/20,25,2,0,0,0,0
Tehama,4/28/20,1,1,0,0,0,0
Trinity,4/28/20,0,0,0,0,0,0
Tulare,4/28/20,579,35,32,2,6,0
Tuolumne,4/28/20,4,0,0,0,0,0
Unassigned,4/28/20,2,0,0,0,0,0
Ventura,4/28/20,517,17,31,71,11,11
Yolo,4/28/20,160,15,0,0,0,1
Yuba,4/28/20,15,1,0,2,0,1
Alameda,4/29/20,1564,63,76,63,33,13
Alpine,4/29/20,1,0,0,0,0,0
Amador,4/29/20,8,0,0,0,0,0
Butte,4/29/20,16,0,0,2,0,1
Calaveras,4/29/20,13,0,0,0,0,0
Colusa,4/29/20,3,0,1,0,1,0
Contra Costa,4/29/20,885,25,24,50,9,14
Del Norte,4/29/20,3,0,0,3,0,1
El Dorado,4/29/20,44,0,0,4,0,2
Fresno,4/29/20,544,7,38,48,16,8
Glenn,4/29/20,4,0,0,0,0,0
Humboldt,4/29/20,53,0,1,5,0,3
Imperial,4/29/20,300,8,29,5,13,0
Inyo,4/29/20,20,1,0,0,0,0
Kern,4/29/20,910,6,36,13,23,3
Kings,4/29/20,80,1,9,2,2,0
Lake,4/29/20,6,0,0,2,0,1
Lassen,4/29/20,0,0,0,0,0,0
Los Angeles,4/29/20,22560,1056,1959,591,602,97
Madera,4/29/20,45,2,0,1,0,0
Marin,4/29/20,234,13,0,6,0,1
Mariposa,4/29/20,1,0,0,1,0,0
Mendocino,4/29/20,11,0,0,0,0,0
Merced,4/29/20,116,3,2,7,1,1
Modoc,4/29/20,0,0,0,0,0,0
Mono,4/29/20,25,1,0,0,0,0
Monterey,4/29/20,204,5,4,3,3,0
Napa,4/29/20,68,2,1,0,0,0
Nevada,4/29/20,41,1,1,2,1,1
Orange,4/29/20,2421,44,211,91,76,16
Placer,4/29/20,145,8,5,28,1,3
Plumas,4/29/20,4,0,0,0,0,0
Riverside,4/29/20,3700,149,212,124,78,32
Sacramento,4/29/20,1055,42,42,36,17,5
San Benito,4/29/20,48,2,0,0,0,0
San Bernardino,4/29/20,1975,91,156,124,56,23
San Diego,4/29/20,3434,140,282,73,119,17
San Francisco,4/29/20,1489,23,80,24,26,6
San Joaquin,4/29/20,540,25,21,20,9,7
San Luis Obispo,4/29/20,181,1,3,2,3,0
San Mateo,4/29/20,1170,50,51,19,16,1
Santa Barbara,4/29/20,477,8,28,14,12,2
Santa Clara,4/29/20,2147,108,110,34,46,2
Santa Cruz,4/29/20,124,2,2,0,1,0
Shasta,4/29/20,31,4,2,0,2,0
Sierra,4/29/20,0,0,0,0,0,0
Siskiyou,4/29/20,5,0,0,3,0,1
Solano,4/29/20,252,5,10,18,5,5
Sonoma,4/29/20,230,2,5,14,2,2
Stanislaus,4/29/20,374,11,35,26,4,5
Sutter,4/29/20,28,2,0,0,0,0
Tehama,4/29/20,1,1,0,0,0,0
Trinity,4/29/20,0,0,0,0,0,0
Tulare,4/29/20,615,36,30,0,5,0
Tuolumne,4/29/20,4,0,0,0,0,0
Unassigned,4/29/20,2,0,0,0,0,0
Ventura,4/29/20,530,18,31,26,10,7
Yolo,4/29/20,161,15,0,0,0,1
Yuba,4/29/20,15,1,0,0,0,0
Alameda,4/30/20,1599,63,74,52,34,12
Alpine,4/30/20,1,0,0,0,0,0
Amador,4/30/20,8,0,0,0,0,0
Butte,4/30/20,16,0,0,0,0,0
Calaveras,4/30/20,13,0,0,0,0,0
Colusa,4/30/20,3,0,1,0,1,0
Contra Costa,4/30/20,900,27,24,43,9,6
Del Norte,4/30/20,3,0,0,4,0,2
El Dorado,4/30/20,44,0,0,6,0,1
Fresno,4/30/20,562,7,41,37,15,4
Glenn,4/30/20,4,0,0,0,0,0
Humboldt,4/30/20,54,0,0,7,0,2
Imperial,4/30/20,322,8,29,3,13,0
Inyo,4/30/20,20,1,0,0,0,0
Kern,4/30/20,941,8,29,25,20,0
Kings,4/30/20,87,1,10,0,2,0
Lake,4/30/20,6,0,0,2,0,0
Lassen,4/30/20,0,0,0,0,0,0
Los Angeles,4/30/20,23284,1111,1894,470,591,93
Madera,4/30/20,46,2,0,3,0,0
Marin,4/30/20,240,13,0,3,0,0
Mariposa,4/30/20,3,0,0,2,0,0
Mendocino,4/30/20,11,0,0,0,0,0
Merced,4/30/20,122,3,3,2,1,0
Modoc,4/30/20,0,0,0,0,0,0
Mono,4/30/20,25,1,0,0,0,0
Monterey,4/30/20,213,5,6,6,3,3
Napa,4/30/20,69,2,1,0,0,0
Nevada,4/30/20,41,1,0,1,0,1
Orange,4/30/20,2591,46,214,68,74,13
Placer,4/30/20,148,8,4,28,1,4
Plumas,4/30/20,4,0,0,0,0,0
Riverside,4/30/20,3820,156,214,138,85,30
Sacramento,4/30/20,1071,43,37,35,17,5
San Benito,4/30/20,48,2,1,0,0,0
San Bernardino,4/30/20,2020,96,158,100,58,17
San Diego,4/30/20,3566,143,283,81,122,19
San Francisco,4/30/20,1518,26,85,11,32,1
San Joaquin,4/30/20,548,25,17,24,8,4
San Luis Obispo,4/30/20,182,1,3,3,3,1
San Mateo,4/30/20,1194,52,53,10,16,1
Santa Barbara,4/30/20,490,8,26,9,13,3
Santa Clara,4/30/20,2172,111,104,37,45,3
Santa Cruz,4/30/20,126,2,3,0,2,0
Shasta,4/30/20,31,4,2,0,2,0
Sierra,4/30/20,0,0,0,0,0,0
Siskiyou,4/30/20,5,0,0,2,0,0
Solano,4/30/20,262,5,11,12,5,3
Sonoma,4/30/20,233,3,5,7,2,3
Stanislaus,4/30/20,378,11,35,27,3,5
Sutter,4/30/20,28,2,0,0,0,0
Tehama,4/30/20,1,1,0,0,0,0
Trinity,4/30/20,0,0,0,0,0,0
Tulare,4/30/20,637,40,28,2,5,2
Tuolumne,4/30/20,3,0,0,0,0,0
Unassigned,4/30/20,3,0,0,0,0,0
Ventura,4/30/20,547,18,33,18,10,4
Yolo,4/30/20,164,16,0,0,0,0
Yuba,4/30/20,15,1,0,0,0,0
Alameda,5/1/20,1630,63,75,60,32,13
Alpine,5/1/20,1,0,0,0,0,0
Amador,5/1/20,8,0,0,0,0,0
